Date,Flight No.,"Type of
Flight","EU ETS
Annex I
exceptions",Aircraft Type,Reg No.,"Country of
dep.",Departure,"Airport of
dep.
(ICAO code)","Airport of
dep.
(IATA code)","Airport of dep
geog. boundaries","Country of
arrival",Arrival,"Airport of
arrival
(ICAO code)","Airport of
arrival
(IATA code)","Airport of arrival
geog. boundaries","Great circle
distance [km]","Payload
distance [km]",Block,"Remaining fuel
from previous
block on  [kg]","Fuel
uplift [kg]",Block Fuel [kg],Density [kg/L],"Fuel at
block-on [kg]",Fuel consumption [kg],PAX,"PAX
infant","PAX
child","PAX
male","PAX
female","Gross weight
of baggage [kg]","Gross weight
of freight [kg]",Payload [kg],kmT,emission CO2 [t CO2],emission ETS [t C02],emission Corsia [t C02]
03-07-2026,HFA128,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,339,0,1:36,760,1940,2700,No,1840,860,0,0,0,0,,0,0,0,0,2.7176,2.7176,2.7176
03-07-2026,HFA127,SCD,,AT76,4X-IHC,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,CYP,Larnaka International,LCLK,LCA,EU,339,0,1:33,1840,0,1840,No,790,1050,0,0,0,0,,0,0,0,0,3.318,3.318,3.318
03-09-2026,HFA150A,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,932,0,2:34,790,2010,2800,No,1190,1610,0,0,0,0,,0,0,0,0,5.0876,5.0876,5.0876
03-09-2026,HFA150,SCD,,AT76,4X-IHC,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,CYP,Larnaka International,LCLK,LCA,EU,932,932,3:56,1190,2010,3200,No,750,2450,0,0,0,0,,0,0,0,0,7.742,7.742,7.742
03-09-2026,HFA150B,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,339,339,1:12,750,1950,2700,No,1980,720,0,0,0,0,,0,0,0,0,2.2752,2.2752,2.2752
03-09-2026,HFA151,SCD,,AT76,4X-IHC,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,CYP,Larnaka International,LCLK,LCA,EU,339,0,1:29,1980,0,1980,No,1100,880,0,0,0,0,,0,0,0,0,2.7808,2.7808,2.7808
03-10-2026,HFA158,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,339,0,1:23,1100,1200,2300,No,1600,700,0,0,0,0,,0,0,0,0,2.212,2.212,2.212
03-11-2026,HFA159,SCD,,AT76,4X-IHC,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,CYP,Larnaka International,LCLK,LCA,EU,339,0,1:30,1600,700,2300,No,1490,810,0,0,0,0,,0,0,0,0,2.5596,2.5596,2.5596
03-11-2026,HFA166,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,339,0,1:44,1490,810,2300,No,1310,990,0,0,0,0,,0,0,0,0,3.1284,3.1284,3.1284
03-11-2026,HFA167,SCD,,AT76,4X-IHC,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,CYP,Larnaka International,LCLK,LCA,EU,339,0,1:23,1310,590,1900,No,1040,860,0,0,0,0,,0,0,0,0,2.7176,2.7176,2.7176
03-12-2026,HFA168,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,339,0,1:14,1040,1160,2200,No,1530,670,0,0,0,0,,0,0,0,0,2.1172,2.1172,2.1172
03-12-2026,HFA169,SCD,,AT76,4X-IHC,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1195,0,3:08,1530,1170,2700,No,660,2040,0,0,0,0,,0,0,0,0,6.4464,6.4464,6.4464
03-12-2026,HFA174,SCD,,AT76,4X-IHC,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,1195,0,2:45,660,2540,3200,No,1530,1670,0,0,0,0,,0,0,0,0,5.2772,5.2772,5.2772
03-12-2026,HFA175,SCD,,AT76,4X-IHC,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,CYP,Larnaka International,LCLK,LCA,EU,339,0,1:16,1530,870,2400,No,1670,730,0,0,0,0,,0,0,0,0,2.3068,2.3068,2.3068
03-13-2026,HFA176,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,339,0,1:16,1670,330,2000,No,1240,760,0,0,0,0,,0,0,0,0,2.4016,2.4016,2.4016
03-13-2026,HFA177,SCD,,AT76,4X-IHC,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1195,1195,3:17,1240,1360,2600,No,590,2010,0,0,0,0,,0,0,0,0,6.3516,6.3516,6.3516
03-13-2026,HFA178,SCD,,AT76,4X-IHC,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,1195,1195,2:48,590,2610,3200,No,1510,1690,0,0,0,0,,0,0,0,0,5.3404,5.3404,5.3404
03-13-2026,HFA181,SCD,,AT76,4X-IHC,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1195,1195,3:07,1510,1190,2700,No,720,1980,0,0,0,0,,0,0,0,0,6.2568,6.2568,6.2568
03-13-2026,HFA181A,SCD,,AT76,4X-IHC,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,CYP,Larnaka International,LCLK,LCA,EU,932,0,2:23,720,1880,2600,No,1380,1220,0,0,0,0,,0,0,0,0,3.8552,3.8552,3.8552
03-16-2026,HFA206,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,339,0,1:10,1380,820,2200,No,1500,700,0,0,0,0,,0,0,0,0,2.212,2.212,2.212
03-16-2026,HFA207,SCD,,AT76,4X-IHC,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1195,0,3:12,1500,1200,2700,No,700,2000,0,0,0,0,,0,0,0,0,6.32,6.32,6.32
03-16-2026,HFA210,SCD,,AT76,4X-IHC,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,1195,0,2:40,700,2600,3300,No,1800,1500,0,0,0,0,,0,0,0,0,4.74,4.74,4.74
03-16-2026,HFA211,SCD,,AT76,4X-IHC,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,CYP,Larnaka International,LCLK,LCA,EU,339,0,1:39,1800,200,2000,No,1050,950,0,0,0,0,,0,0,0,0,3.002,3.002,3.002
03-20-2026,HFA240,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,339,339,1:18,1050,1950,3000,No,2250,750,0,0,0,0,,0,0,0,0,2.37,2.37,2.37
03-20-2026,HFA241,SCD,,AT76,4X-IHC,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,CYP,Larnaka International,LCLK,LCA,EU,339,339,1:31,2250,0,2250,No,1400,850,0,0,0,0,,0,0,0,0,2.686,2.686,2.686
03-21-2026,HFA156,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,339,339,1:09,1400,1400,2800,No,2130,670,0,0,0,0,,0,0,0,0,2.1172,2.1172,2.1172
03-21-2026,HFA247,SCD,,AT76,4X-IHC,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,CYP,Larnaka International,LCLK,LCA,EU,339,339,1:40,2130,0,2130,No,1240,890,0,0,0,0,,0,0,0,0,2.8124,2.8124,2.8124
03-27-2026,HFA286,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,339,339,1:30,1240,1560,2800,No,2000,800,0,0,0,0,,0,0,0,0,2.528,2.528,2.528
03-27-2026,HFA287,SCD,,AT76,4X-IHC,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,CYP,Larnaka International,LCLK,LCA,EU,339,339,1:23,2000,0,2000,No,1200,800,0,0,0,0,,0,0,0,0,2.528,2.528,2.528
03-27-2026,HFA284,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,339,339,1:15,1200,1600,2800,No,2170,630,0,0,0,0,,0,0,0,0,1.9908,1.9908,1.9908
03-27-2026,HFA279,SCD,,AT76,4X-IHC,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,CYP,Larnaka International,LCLK,LCA,EU,339,339,1:18,2170,0,2170,No,1410,760,0,0,0,0,,0,0,0,0,2.4016,2.4016,2.4016
03-31-2026,HFA104,SCD,,AT76,4X-IHC,CYP,Larnaka International,LCLK,LCA,EU,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,339,339,1:12,1410,1390,2800,No,2130,670,0,0,0,0,,0,0,0,0,2.1172,2.1172,2.1172
03-31-2026,HFA105,SCD,,AT76,4X-IHC,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,CYP,Larnaka International,LCLK,LCA,EU,339,339,1:25,2130,0,2130,No,1360,770,0,0,0,0,,0,0,0,0,2.4332,2.4332,2.4332
01-01-2026,HFA851,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Paphos International (Pafos),LCPH,PFO,EU,318,0,1:11,2130,-10,2120,No,1500,620,0,0,0,0,,0,0,0,0,1.9592,1.9592,1.9592
01-01-2026,HFA852,SCD,,AT76,4X-IHD,CYP,Paphos International (Pafos),LCPH,PFO,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,318,0,1:05,1500,1100,2600,No,2040,560,0,0,0,0,,0,0,0,0,1.7696,1.7696,1.7696
01-01-2026,HFA703,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,3:08,2040,1260,3300,No,1380,1920,0,0,0,0,,0,0,0,0,6.0672,6.0672,6.0672
01-01-2026,HFA704,SCD,,AT76,4X-IHD,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:40,1380,1720,3100,No,1610,1490,0,0,0,0,,0,0,0,0,4.7084,4.7084,4.7084
01-02-2026,HFA701,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,2:54,1610,1490,3100,No,1130,1970,0,0,0,0,,0,0,0,0,6.2252,6.2252,6.2252
01-02-2026,HFA702,SCD,,AT76,4X-IHD,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:30,1130,1870,3000,No,1410,1590,0,0,0,0,,0,0,0,0,5.0244,5.0244,5.0244
01-03-2026,HFA703,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,3:01,1410,1590,3000,No,1050,1950,0,0,0,0,,0,0,0,0,6.162,6.162,6.162
01-03-2026,HFA704,SCD,,AT76,4X-IHD,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:33,1050,2050,3100,No,1530,1570,0,0,0,0,,0,0,0,0,4.9612,4.9612,4.9612
01-04-2026,HFA701,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,2:53,1530,1370,2900,No,1100,1800,0,0,0,0,,0,0,0,0,5.688,5.688,5.688
01-04-2026,HFA702,SCD,,AT76,4X-IHD,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:45,1100,2000,3100,No,1480,1620,0,0,0,0,,0,0,0,0,5.1192,5.1192,5.1192
01-05-2026,HFA703,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,2:50,1480,1480,2960,No,1210,1750,0,0,0,0,,0,0,0,0,5.53,5.53,5.53
01-05-2026,HFA704,SCD,,AT76,4X-IHD,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:48,1210,2190,3400,No,1830,1570,0,0,0,0,,0,0,0,0,4.9612,4.9612,4.9612
01-06-2026,HFA601,SCD,Both airfields outside EU,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:06,1830,-20,1810,No,1070,740,0,0,0,0,,0,0,0,0,2.3384,2.3384,2.3384
01-06-2026,HFA602,SCD,Both airfields outside EU,AT76,4X-IHD,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:03,1070,1430,2500,No,1880,620,0,0,0,0,,0,0,0,0,1.9592,1.9592,1.9592
01-06-2026,HFA703,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,2:49,1880,1220,3100,No,1110,1990,0,0,0,0,,0,0,0,0,6.2884,6.2884,6.2884
01-06-2026,HFA704,SCD,,AT76,4X-IHD,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:33,1110,1990,3100,No,1590,1510,0,0,0,0,,0,0,0,0,4.7716,4.7716,4.7716
01-07-2026,HFA951,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,BGR,Sofia International,LBSF,SOF,EU,1499,0,3:54,1590,2010,3600,No,1120,2480,0,0,0,0,,0,0,0,0,7.8368,7.8368,7.8368
01-07-2026,HFA952,SCD,,AT76,4X-IHD,BGR,Sofia International,LBSF,SOF,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1499,0,3:36,1120,2480,3600,No,1790,1810,0,0,0,0,,0,0,0,0,5.7196,5.7196,5.7196
01-08-2026,HFA701,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,3:04,1790,1310,3100,No,1210,1890,0,0,0,0,,0,0,0,0,5.9724,5.9724,5.9724
01-08-2026,HFA702,SCD,,AT76,4X-IHD,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:35,1210,2090,3300,No,1750,1550,0,0,0,0,,0,0,0,0,4.898,4.898,4.898
01-09-2026,HFA951,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,BGR,Sofia International,LBSF,SOF,EU,1499,0,4:13,1750,2550,4300,No,1220,3080,0,0,0,0,,0,0,0,0,9.7328,9.7328,9.7328
01-09-2026,HFA952,SCD,,AT76,4X-IHD,BGR,Sofia International,LBSF,SOF,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1499,0,2:57,1220,2480,3700,No,2070,1630,0,0,0,0,,0,0,0,0,5.1508,5.1508,5.1508
01-11-2026,HFA703,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,3:05,2070,1030,3100,No,1300,1800,0,0,0,0,,0,0,0,0,5.688,5.688,5.688
01-11-2026,HFA704,SCD,,AT76,4X-IHD,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:42,1300,1400,2700,No,1240,1460,0,0,0,0,,0,0,0,0,4.6136,4.6136,4.6136
01-12-2026,HFA951,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,BGR,Sofia International,LBSF,SOF,EU,1499,0,3:57,1240,2760,4000,No,1540,2460,0,0,0,0,,0,0,0,0,7.7736,7.7736,7.7736
01-12-2026,HFA952,SCD,,AT76,4X-IHD,BGR,Sofia International,LBSF,SOF,EU,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,1559,1559,4:21,1540,1960,3500,No,1110,2390,0,0,0,0,,0,0,0,0,7.5524,7.5524,7.5524
01-13-2026,HFA201,NSCD,,AT76,4X-IHD,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1195,1195,3:35,1110,2390,3500,No,1350,2150,0,0,0,0,,0,0,0,0,6.794,6.794,6.794
01-13-2026,HFA702,SCD,,AT76,4X-IHD,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,1158,3:01,1350,1750,3100,No,1420,1680,0,0,0,0,,0,0,0,0,5.3088,5.3088,5.3088
01-14-2026,HFA701,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,3:09,1420,1780,3200,No,1190,2010,0,0,0,0,,0,0,0,0,6.3516,6.3516,6.3516
01-14-2026,HFA702,SCD,,AT76,4X-IHD,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:23,1190,2310,3500,No,2140,1360,0,0,0,0,,0,0,0,0,4.2976,4.2976,4.2976
01-14-2026,HFA703,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,3:05,2140,1060,3200,No,1130,2070,0,0,0,0,,0,0,0,0,6.5412,6.5412,6.5412
01-14-2026,HFA704,SCD,,AT76,4X-IHD,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:22,1130,2170,3300,No,1920,1380,0,0,0,0,,0,0,0,0,4.3608,4.3608,4.3608
01-15-2026,HFA701,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,2:56,1920,1180,3100,No,1160,1940,0,0,0,0,,0,0,0,0,6.1304,6.1304,6.1304
01-15-2026,HFA702,SCD,,AT76,4X-IHD,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:27,1160,2140,3300,No,1910,1390,0,0,0,0,,0,0,0,0,4.3924,4.3924,4.3924
01-16-2026,HFA951,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,BGR,Sofia International,LBSF,SOF,EU,1499,0,3:43,1910,1690,3600,No,1110,2490,0,0,0,0,,0,0,0,0,7.8684,7.8684,7.8684
01-16-2026,HFA952,SCD,,AT76,4X-IHD,BGR,Sofia International,LBSF,SOF,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1499,0,3:26,1110,2490,3600,No,1730,1870,0,0,0,0,,0,0,0,0,5.9092,5.9092,5.9092
01-17-2026,HFA703,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,2:57,1730,1470,3200,No,1460,1740,0,0,0,0,,0,0,0,0,5.4984,5.4984,5.4984
01-17-2026,HFA704,SCD,,AT76,4X-IHD,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:31,1460,1540,3000,No,1600,1400,0,0,0,0,,0,0,0,0,4.424,4.424,4.424
01-18-2026,HFA703,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,2:56,1600,1500,3100,No,1100,2000,0,0,0,0,,0,0,0,0,6.32,6.32,6.32
01-18-2026,HFA704,SCD,,AT76,4X-IHD,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:28,1100,1700,2800,No,1420,1380,0,0,0,0,,0,0,0,0,4.3608,4.3608,4.3608
01-19-2026,HFA951,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,BGR,Sofia International,LBSF,SOF,EU,1499,0,3:58,1420,2580,4000,No,1130,2870,0,0,0,0,,0,0,0,0,9.0692,9.0692,9.0692
01-19-2026,HFA952,SCD,,AT76,4X-IHD,BGR,Sofia International,LBSF,SOF,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1499,0,3:13,1130,2270,3400,No,1710,1690,0,0,0,0,,0,0,0,0,5.3404,5.3404,5.3404
01-20-2026,HFA703,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,3:08,1710,1490,3200,No,1240,1960,0,0,0,0,,0,0,0,0,6.1936,6.1936,6.1936
01-20-2026,HFA704,SCD,,AT76,4X-IHD,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:23,1240,2060,3300,No,2040,1260,0,0,0,0,,0,0,0,0,3.9816,3.9816,3.9816
01-21-2026,HFA951,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,BGR,Sofia International,LBSF,SOF,EU,1499,0,3:53,2040,1960,4000,No,1700,2300,0,0,0,0,,0,0,0,0,7.268,7.268,7.268
01-21-2026,HFA952,SCD,,AT76,4X-IHD,BGR,Sofia International,LBSF,SOF,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1499,0,3:36,1700,2000,3700,No,1820,1880,0,0,0,0,,0,0,0,0,5.9408,5.9408,5.9408
01-22-2026,HFA701,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,2:56,1820,1280,3100,No,1260,1840,0,0,0,0,,0,0,0,0,5.8144,5.8144,5.8144
01-22-2026,HFA702,SCD,,AT76,4X-IHD,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:32,1260,2340,3600,No,2230,1370,0,0,0,0,,0,0,0,0,4.3292,4.3292,4.3292
01-22-2026,HFA605,SCD,Both airfields outside EU,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:12,2230,-30,2200,No,1530,670,0,0,0,0,,0,0,0,0,2.1172,2.1172,2.1172
01-22-2026,HFA606,SCD,Both airfields outside EU,AT76,4X-IHD,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:03,1530,770,2300,No,1650,650,0,0,0,0,,0,0,0,0,2.054,2.054,2.054
01-23-2026,HFA951,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,BGR,Sofia International,LBSF,SOF,EU,1499,0,3:50,1650,2050,3700,No,1360,2340,0,0,0,0,,0,0,0,0,7.3944,7.3944,7.3944
01-23-2026,HFA952,SCD,,AT76,4X-IHD,BGR,Sofia International,LBSF,SOF,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1499,0,3:30,1360,2140,3500,No,1640,1860,0,0,0,0,,0,0,0,0,5.8776,5.8776,5.8776
01-25-2026,HFA701,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,2:51,1640,1260,2900,No,1000,1900,0,0,0,0,,0,0,0,0,6.004,6.004,6.004
01-25-2026,HFA702,SCD,,AT76,4X-IHD,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:36,1000,2300,3300,No,1800,1500,0,0,0,0,,0,0,0,0,4.74,4.74,4.74
01-25-2026,HFA605,SCD,Both airfields outside EU,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:08,1800,0,1800,No,1040,760,0,0,0,0,,0,0,0,0,2.4016,2.4016,2.4016
01-25-2026,HFA606,SCD,Both airfields outside EU,AT76,4X-IHD,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:06,1040,1460,2500,No,1860,640,0,0,0,0,,0,0,0,0,2.0224,2.0224,2.0224
01-26-2026,HFA951,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,BGR,Sofia International,LBSF,SOF,EU,1499,0,3:26,1860,1640,3500,No,1580,1920,0,0,0,0,,0,0,0,0,6.0672,6.0672,6.0672
01-26-2026,HFA952,SCD,,AT76,4X-IHD,BGR,Sofia International,LBSF,SOF,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1499,0,4:19,1580,2320,3900,No,1450,2450,0,0,0,0,,0,0,0,0,7.742,7.742,7.742
01-27-2026,HFA703,SCD,,AT76,4X-IHD,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,2:57,1450,1850,3300,No,1580,1720,0,0,0,0,,0,0,0,0,5.4352,5.4352,5.4352
01-27-2026,HFA704,SCD,,AT76,4X-IHD,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:46,1580,1820,3400,No,1980,1420,0,0,0,0,,0,0,0,0,4.4872,4.4872,4.4872
