"flightid","releasestatus","filing_status","departure","destination","scheduled_time_of_departure","aircraft_registration","callsign","alternate","flight_rule","atc_type_of_flight","dispatcher_notes","item18_remarks","route_to_destination","route_altitude_fl","load_people","load_cargo_kg","log_time_off","log_time_on","log_flight_duration","log_block_duration","perf_flight_fuel","perf_taxi_fuel","perf_fuel_to_destination","perf_landing_fuel","perf_alternate_fuel","perf_reserve_fuel","perf_extra_fuel","perf_contingency_fuel","perf_total_fuel","perf_max_total_fuel","perf_co2_emission","perf_taxi_time_min","perf_time_to_dest_min","perf_total_time_min","perf_departure_time_utc","perf_estimated_arrival_utc","dist_destination_nm","dist_gcd_destination_nm","dist_alternate_nm","weight_ramp","weight_takeoff","weight_max_takeoff","weight_zero_fuel","weight_landing","weather_avg_wind_comp","weather_avg_wind_dir","weather_avg_wind_vel","weather_avg_isa_dev","is_etops_enabled"
"2a3c69f0fcd441df8b6a4f7eea41662d","Success","Filed","LLHA","LCLK","2026-02-02T16:30:00Z","4XIHE","HFA807","LCPH","ZFR","S","FUEL   :   EXTRA FUEL AS PER COMPANY POLICY.
RTOW  :   21893kg. SPS DATA - RWY15,NO WIND,DRY,24C,Q1013,PACKS OFF.
DISP    :   UDI A.",,"N0235A050 GALIM/N0235A050 IFR P68 MERVA/N0277A140 N131 EMEDA EMEDA1A","50","2","1800.0","2026-02-02T16:46:00Z","2026-02-02T17:34:03Z","0.8008333333333333","1.2525","611.0","50.0","561.0","724.0","344.0","240.0","100.0","40.0","1335.0","5000.0","1932.0","0.0","45.0","110.0","2026-02-02T16:30:00Z","2026-02-02T17:15:14.7075241Z","179.36","142.64","73.5","16460.0","16410.0","23000.0","15125.0","15849.0","-4.0","249.57","40.66","2.12","false"
"aa8ae2a08e064b8fa90bedf4edabf933","Success","Filed","LLER","LLHA","2026-02-02T14:40:00Z","4XIHE","HFA606","LLBG","YFR","S","FUEL   :   EXTRA FUEL FOR THE NEXT LEG-LCA.
DISP    :   UDI A.   ",,"N0272F120 NURIT2H NURIT J10 TOMAL/N0271F080 J10 NAT/N0224F040 J15 ATLIT/N0224F040 VFR 3245N03456E DCT 3248N03457E DCT GALIM","120","2","2500.0","2026-02-02T14:30:03Z","2026-02-02T15:23:53Z","0.8972222222222223","1.1075","667.0","80.0","587.0","1433.0","254.0","250.0","887.0","42.0","2100.0","5000.0","2109.0","0.0","48.0","179.0","2026-02-02T14:40:00Z","2026-02-02T15:27:55.987006Z","202.56","184.55","54.99","17925.0","17845.0","23000.0","15825.0","17258.0","11.0","246.0","35.22","5.51","false"
"1017cdbc240f4fe1bd6dbee982427168","Success","Filed","LGAV","LLHA","2026-02-02T13:55:00Z","4XIHA","HFA704","LLBG","YFR","S","FUEL   :   EXTRA FUEL FOR THE NEXT LEG-MAINTENACE.
DISP    :   UDI A.   ","DISPATCH +972502126365","N0270F170 KEA1E KEA L995 RDS L609 NILAS/F150 L609 ALKIS/F190 L609 APLON P68 GALIM/N0269A050 VFR","170","2","5800.0","2026-02-02T14:11:12Z","2026-02-02T17:04:37Z","2.890277777777778","3.0155555555555558","1710.0","80.0","1630.0","1590.0","266.0","278.0","964.0","82.0","3300.0","5000.0","5403.0","0.0","138.0","285.0","2026-02-02T13:55:00Z","2026-02-02T16:13:11.911195Z","656.69","624.6","54.99","22305.0","22225.0","23000.0","19005.0","20595.0","26.0","255.86","39.11","-1.42","false"
"73bd0e44a5884215b930be092bcaf2e1","Success","Filed","LLHA","LLER","2026-02-02T12:50:00Z","4XIHE","HFA605","LLBG","ZFR","S","EXTRA FUEL IS FROM PREVIOUS FLT(YESTERDAY).
T/O DATA-RWY 33,TEMP 22,WIND 0,Q1011,PACKS OFF,....RTOW 21951 KG.
DISP-EREZ Y.",,"N0234A050 GALIM/N0233A050 IFR Q28 ATLIT J15 NAT/N0270A090 J10 SIVAK/N0272A130 J10 NURIT NURIT1D","50","2","3200.0","2026-02-02T12:47:51Z","2026-02-02T13:42:07Z","0.9044444444444445","1.0308333333333333","793.0","50.0","743.0","1057.0","518.0","252.0","245.0","42.0","1850.0","5000.0","2507.0","0.0","60.0","153.0","2026-02-02T12:50:00Z","2026-02-02T13:49:34.7646643Z","230.38","184.55","155.72","18375.0","18325.0","23000.0","16525.0","17582.0","-15.0","242.74","37.31","6.0","false"
"b4f150db853447009efdb20f982bea67","Success","Filed","LBSF","LLHA","2026-02-02T12:00:00Z","4XIHD","HFA952","LLBG","YFR","S","1.EXPECTED DEICING DUE TEMP AT -CELCIUS AND BKN CLOUDS AT TIME OF ARR/DEP.
2.EXTRA FUEL IS FOR NEXT FLT.
3.F/L 150 BETWEEN RDS-ULIFT DUE EUROCONTROL LIMITATION.
DISP-EREZ Y. ","DISPATCH +972502126365, PASSENGERS FLIGHT","N0276F190 OMENO3S OMENO Y505 NIKTI N127 LMO L618 MES N139 LURUS L995 RDS/F150 L995 ULFIT/F170 M978 TOSKA M67 MAROS L609 APLON P68 GALIM/N0276A050 VFR DCT","190","2","5200.0","2026-02-02T12:07:45Z","2026-02-02T16:08:38Z","4.014722222222222","4.370833333333334","2232.0","80.0","2152.0","1468.0","262.0","272.0","826.0","108.0","3700.0","5000.0","7054.0","0.0","190.0","324.0","2026-02-02T12:00:00Z","2026-02-02T15:09:35.8886071Z","885.82","809.32","54.99","22125.0","22045.0","23000.0","18425.0","19893.0","16.0","254.11","32.49","-1.75","false"
"3b8ff4ce198c45d6b5a4e32b5b65bc6f","Success","Filed","LLHA","LCLK","2026-02-02T11:30:00Z","4XIHC","HFA803","LCPH","ZFR","S","EXTRA FUEL-100 KG PER POLICY+100 KG DUE POSS WX AT DEST AND ALT(VISIBILITY).
T/O DATA-RWY 33,TEMP 22,WIND 0,Q1011,PACKS OFF,....RTOW 21951 KG.
DISP-EREZ Y.",,"N0229A050 GALIM/N0229A050 IFR P68 MERVA/N0259A140 N131 EMEDA EMEDA1A","50","2","2800.0","2026-02-02T12:01:44Z","2026-02-02T12:51:30Z","0.8294444444444444","0.9905555555555555","614.0","50.0","564.0","847.0","356.0","249.0","200.0","42.0","1461.0","5000.0","1939.0","0.0","45.0","118.0","2026-02-02T11:30:00Z","2026-02-02T12:14:47.350483Z","179.36","142.64","73.5","17761.0","17711.0","23000.0","16300.0","17147.0","3.0","238.62","44.77","3.29","false"
"ca7d5af21a6a4245a5612cf39e802e2b","Success","Filed","LLHA","LGAV","2026-02-02T09:55:00Z","4XIHA","HFA703","LGMK","ZFR","S","1.F/L 160 BETWEEN ALKIS-NILAS DUE EUROCONTROL LIMITATION.
2.EXTRA FUEL PER POLICY.
3.T/O DATA-RWY 33,TEMP 22,WIND 0,Q1011,PACKS OFF,....RTOW 21951 KG.
DISP-EREZ Y.","DISPATCH +972502126365","N0233A050 GALIM/N0233A050 IFR P68 MERVA/N0274A180 P68 APLON L609 ALKIS/F160 L609 NILAS/F200 L609 RDS L995 VARIX VARIX1Q","50","2","1800.0","2026-02-02T10:17:11Z","2026-02-02T13:01:06Z","2.7319444444444443","2.910833333333333","1932.0","50.0","1882.0","761.0","329.0","238.0","100.0","94.0","2694.0","5000.0","6107.0","0.0","165.0","238.0","2026-02-02T09:55:00Z","2026-02-02T12:39:44.7382461Z","662.64","624.6","85.95","17699.0","17649.0","23000.0","15005.0","15766.0","-27.0","249.25","39.95","-0.84","false"
"d3bdc2b7d91341d6b9b0206ad43fbefd","Success","Filed","LLER","LLHA","2026-02-02T09:50:00Z","4XIHC","HFA602","LLBG","YFR","S","EXTRA FUEL IS FOR THE NEXT FLT(INCLUDING EXTRA FUEL DUE WX AT LCA) .
DISP-EREZ Y.",,"N0272F120 NURIT2H NURIT J10 TOMAL/N0271F080 J10 NAT/N0224F040 J15 ATLIT/N0224F040 VFR 3245N03456E DCT 3248N03457E DCT GALIM","120","2","1900.0","2026-02-02T09:58:09Z","2026-02-02T10:52:16Z","0.9019444444444444","1.1488888888888888","676.0","80.0","596.0","1524.0","259.0","247.0","976.0","41.0","2200.0","5000.0","2136.0","0.0","47.0","184.0","2026-02-02T09:50:00Z","2026-02-02T10:37:06.9649699Z","202.56","184.55","54.99","17600.0","17520.0","23000.0","15400.0","16924.0","13.0","239.67","31.86","6.51","false"
"a01f3d03901e4919a707f184309e0df7","Success","Filed","LLHA","LLER","2026-02-02T08:00:00Z","4XIHC","HFA601","LLBG","ZFR","S","1.EXTRA FUEL IS PER POLICY.
2.T/O DATA-RWY 15,TEMP 20C,WIND 0,Q1011,PACKS OFF....RTOW 22351 KG.
DISP-EREZ Y.",,"GALIM/N0233A050 IFR Q28 ATLIT J15 NAT/N0270A090 J10 SIVAK/N0272A130 J10 NURIT NURIT1D","50","2","4950.0","2026-02-02T08:00:06Z","2026-02-02T09:00:33Z","1.0075","1.1475","827.0","50.0","777.0","943.0","532.0","267.0","100.0","44.0","1771.0","5000.0","2614.0","0.0","61.0","142.0","2026-02-02T08:00:00Z","2026-02-02T09:00:42.1175912Z","230.38","184.55","155.72","20221.0","20171.0","23000.0","18450.0","19393.0","-18.0","233.97","34.63","6.97","false"
"85a218ce74a04b33b5d9d689927a0807","Success","Filed","LLHA","LBSF","2026-02-02T07:15:00Z","4XIHD","HFA951","LBPD","ZFR","S","1.EXTRA FUEL IS PER POLICY.
2.T/O DATA-RWY 15,TEMP 20C,WIND 0,Q1011,PACKS OFF....RTOW 22351 KG.
DISP-EREZ Y.","DISPATCH +972502126365, PASSENGERS FLIGHT","N0234A050 GALIM/N0233A050 IFR P68 MERVA/N0276A180 P68 APLON L609 RDS N129 PIROX DCT AKBUK G80 OKESA DCT RIKSO N128 PEREN L863 EVIVI Y94 VANET VANET6D","50","2","3300.0","2026-02-02T07:16:25Z","2026-02-02T10:53:52Z","3.6241666666666665","3.781111111111111","2489.0","50.0","2439.0","848.0","382.0","244.0","100.0","122.0","3338.0","5000.0","7867.0","0.0","217.0","296.0","2026-02-02T07:15:00Z","2026-02-02T10:52:12.3454303Z","916.31","809.32","103.97","19863.0","19813.0","23000.0","16525.0","17373.0","-17.0","246.2","35.64","-1.27","false"
"53698507145342e8a63363317283d278","Success","Filed","LLHA","LCLK","2026-02-28T09:10:00Z","4XIHE","HFA501","LCPH","ZFR","S","EXTRA FUEL IS FROM PREVIOUS FLT.
T/O DATA - RWY 15,TEMP 14C,WIND 0,Q1018,PACKS OFF....RTOW 22747.
DISP-EREZ Y.",,"N0235A050 GALIM/N0234A050 IFR P68 MERVA/N0283A140 N131 EMEDA EMEDA1A","50","2","500.0","2026-02-28T09:09:19Z","2026-02-28T09:55:59Z","0.7777777777777778","0.8947222222222222","620.0","50.0","570.0","980.0","318.0","232.0","391.0","39.0","1600.0","5000.0","1961.0","0.0","45.0","131.0","2026-02-28T09:10:00Z","2026-02-28T09:54:53.7081758Z","179.36","142.64","73.5","15425.0","15375.0","23000.0","13825.0","14805.0","-7.0","336.39","8.23","-3.18","false"
"0130bb47ab6e49859bc9342d4da9602d","Success","Filed","LLHA","LCLK","2026-02-28T09:05:00Z","4XIHD","HFA401","LCPH","ZFR","S","EXTRA FUEL IS FROM PREVIOUS FLT.
T/O DATA - RWY 15,TEMP 14C,WIND 0,Q1018,PACKS OFF....RTOW 22747.
DISP-EREZ Y.","DISPATCH +972502126365","N0235A050 GALIM/N0234A050 IFR P68 MERVA/N0283A140 N131 EMEDA EMEDA1A","50","2","500.0",,,,,"614.0","50.0","564.0","1126.0","315.0","233.0","540.0","39.0","1740.0","5000.0","1941.0","0.0","45.0","144.0","2026-02-28T09:05:00Z","2026-02-28T09:49:54.0069384Z","179.36","142.64","73.5","15465.0","15415.0","23000.0","13725.0","14851.0","-7.0","336.3","8.24","-3.19","false"
"35db99f2e4fe4f28bd6267bf20c3b9d3","Success","Filed","LLHA","LCLK","2026-02-28T08:50:00Z","4XIHC","HFA301","LCPH","ZFR","S","EXTRA FUEL IS FROM PREVIOUS FLT.
T/O DATA - RWY 15,TEMP 14C,WIND 0,Q1018,PACKS OFF....RTOW 22747.
DISP-EREZ Y.",,"N0235A050 GALIM/N0234A050 IFR P68 MERVA/N0283A140 N131 EMEDA EMEDA1A","50","2","500.0","2026-02-28T09:13:28Z","2026-02-28T09:57:06Z","0.7272222222222222","0.9652777777777778","634.0","50.0","584.0","956.0","323.0","234.0","361.0","39.0","1590.0","5000.0","2002.0","0.0","45.0","128.0","2026-02-28T08:50:00Z","2026-02-28T09:34:54.6214432Z","179.36","142.64","73.5","15590.0","15540.0","23000.0","14000.0","14956.0","-7.0","335.7","8.32","-3.21","false"
"9bcd3ece01d74bb89cbe544f441d3712","Success","Filed","LLHA","LCLK","2026-02-28T08:45:00Z","4XIHB","HFA201","LCPH","ZFR","S","EXTRA FUEL IS FROM PREVIOUS FLT.
T/O DATA - RWY 15,TEMP 14C,WIND 0,Q1018,PACKS OFF....RTOW 22747.
DISP-EREZ Y.",,"N0235A050 GALIM/N0234A050 IFR P68 MERVA/N0279A140 N131 EMEDA EMEDA1A","50","2","500.0",,,,,"695.0","50.0","645.0","835.0","332.0","231.0","233.0","39.0","1530.0","5000.0","2196.0","0.0","45.0","117.0","2026-02-28T08:45:00Z","2026-02-28T09:29:53.2069591Z","179.36","142.64","73.5","15341.0","15291.0","23000.0","13811.0","14646.0","-7.0","335.27","8.36","-3.22","false"
"15524843002d4095b949c6c7007f7ad3","Success","None","LCPH","LLHA","2026-01-27T20:00:00Z","4XIHD","HFA999","LLBG","YFR","G","!!!!!***** NOT FOR OPERATIONAL USE ************!!!!!!!!!!!!","DISPATCH +972502126365","ESERI1D ESERI M42 VELOX B17 MERVA P68 GALIM VFR","130","2","4000.0",,,,,"713.0","80.0","633.0","1687.0","262.0","263.0","1118.0","44.0","2400.0","5000.0","2253.0","0.0","49.0","190.0","2026-01-27T20:00:00Z","2026-01-27T20:49:01.3881076Z","205.27","171.59","54.99","19625.0","19545.0","23000.0","17225.0","18912.0","2.0","232.3","16.81","-2.62","false"
"a2009beca57745bc80b11c94fb0c0a39","Success","Filed","LCLK","LLHA","2026-01-27T17:55:00Z","4XIHC","HFA808","LLBG","YFR","S","ATTN TO ENRTE ICING.
EXTRA FUEL TO COVER THE NEXT LEG.
THIS FLIGHT WAS PREPARED BY AYELET W UNDER THE SUPER. OF LIAT N.
",,"EMEDA2B EMEDA B17 MERVA P68 GALIM/N0264A050 VFR","130","2","3300.0","2026-01-27T18:19:33Z","2026-01-27T19:01:49Z","0.7044444444444444","0.9291666666666667","618.0","80.0","538.0","1482.0","263.0","258.0","917.0","43.0","2100.0","5000.0","1954.0","0.0","41.0","162.0","2026-01-27T17:55:00Z","2026-01-27T18:35:39.0212065Z","162.11","142.64","54.99","18900.0","18820.0","23000.0","16800.0","18282.0","-3.0","232.91","22.56","-2.28","false"
"d92a1d10a8bb4e7b8e020ce4aaf42286","Success","Filed","LLHA","LCLK","2026-01-27T16:30:00Z","4XIHC","HFA807","LCPH","ZFR","S","EXTRA FUEL IS PER COMPANY POLICY
ATTN TO ENRTE ICING.
SPS DATA: RWY 15. DRY. 150/03KTS  18C 1013Q    RTOW-22660KG
DIS BY AYELET W. UNDER THE SUPER. OF LIAT N",,"N0229A050 GALIM/N0229A050 IFR P68 MERVA/N0259A140 N131 EMEDA EMEDA1A","50","2","3000.0","2026-01-27T16:48:48Z","2026-01-27T17:32:26Z","0.7272222222222222","0.9341666666666667","615.0","50.0","565.0","726.0","335.0","250.0","100.0","42.0","1341.0","5000.0","1942.0","0.0","44.0","106.0","2026-01-27T16:30:00Z","2026-01-27T17:13:30.6648101Z","179.36","142.64","73.5","17841.0","17791.0","23000.0","16500.0","17226.0","7.0","224.29","24.28","-2.08","false"
"ffa9fa88eb2a455ab8c1861a0183b05e","Success","Filed","LGAV","LLHA","2026-01-27T15:25:00Z","4XIHD","HFA704","LLBG","YFR","S","EXTRA FUEL FOR THE NEXT LEG
ATTN TO ENRTE ICING
DIS BY AYELET W UNDER THE SUPER. OF LIAT N","DISPATCH +972502126365","KEA1N KEA L995 RDS L609 NILAS L609 ALKIS L609 APLON P68 GALIM/F050 VFR","190","2","2200.0","2026-01-27T15:31:58Z","2026-01-27T17:58:13Z","2.4375","2.76","1641.0","80.0","1561.0","1759.0","251.0","249.0","1181.0","78.0","3400.0","5000.0","5184.0","0.0","140.0","306.0","2026-01-27T15:25:00Z","2026-01-27T17:44:31.7707164Z","645.69","624.6","54.99","18825.0","18745.0","23000.0","15425.0","17184.0","11.0","254.49","16.76","-3.38","false"
"f158e0a24d6c484a92d508a5282fb3db","Success","Filed","LLER","LLHA","2026-01-27T14:40:00Z","4XIHC","HFA606","LLBG","YFR","S","EXTRA FUEL IS FOR THE NEXT LEG 
DIS BY AYELET W UNDER THE SUPER. OF LIAT N.",,"NURIT2H NURIT J10 TOMAL/N0276F080 J10 NAT/N0277F040 J15 ATLIT VFR HOTRM DAROM GALIM","120","2","5550.0","2026-01-27T15:19:20Z","2026-01-27T16:08:43Z","0.8230555555555555","1.1166666666666667","688.0","80.0","608.0","1512.0","271.0","278.0","917.0","46.0","2200.0","5000.0","2175.0","0.0","47.0","179.0","2026-01-27T14:40:00Z","2026-01-27T15:27:02.1760137Z","202.63","184.55","54.99","21250.0","21170.0","23000.0","19050.0","20562.0","19.0","226.57","31.87","2.3","false"
"46b95ccf0aa3484ca1b4823edb47ada3","Success","Filed","LLHA","LLER","2026-01-27T12:50:00Z","4XIHC","HFA605","LLBG","ZFR","S","1. THIS FLIGHT WAS PREPARED BY NIMROD R.
2. LLHA-RWY 15 RTOW 22407KG. SPS DATA: 240/05KTS, DRY, 20C DEG, QNH 1013, Air Cond. OFF.
3. A/C IS FUELED WITH 1860 KG FROM PREVIOUS LEG.",,"N0236A050 GALIM/N0235A050 IFR Q28 ATLIT J15 NAT/N0274A090 J10 SIVAK/N0276A130 J10 NURIT NURIT1D","50","2","3000.0","2026-01-27T12:35:18Z","2026-01-27T13:35:41Z","1.006388888888889","1.13","838.0","50.0","788.0","1022.0","515.0","251.0","214.0","42.0","1860.0","5000.0","2649.0","0.0","61.0","149.0","2026-01-27T12:50:00Z","2026-01-27T13:50:50.4549832Z","230.38","184.55","155.72","18360.0","18310.0","23000.0","16500.0","17522.0","-21.0","231.38","35.93","3.28","false"
"324a2711f0ec48cdb88198a9a26d60da","Success","Filed","LLHA","LGAV","2026-01-27T11:45:00Z","4XIHD","HFA703","LGIR","ZFR","S","1. THIS FLIGHT WAS PREPARED BY NIMROD R.
2. LLHA-RWY 15 RTOW 22522KG. SPS DATA: 220/05KTS, DRY, 20C DEG, QNH 1014, Air Cond. OFF.
3. EXTRA FUEL PLANNED DUE TO WX AT DEST AND ENROUTE.
4. DISPATCHED AT FL160 DUE TO H-WINDS ENROUTE.","DISPATCH +972502126365","GALIM/F050 IFR P68 MERVA/F160 P68 APLON L609 RDS L995 VARIX VARIX1Q","50","2","3100.0","2026-01-27T11:46:46Z","2026-01-27T14:31:24Z","2.743888888888889","2.9558333333333335","1880.0","50.0","1830.0","1320.0","555.0","252.0","421.0","92.0","3200.0","5000.0","5941.0","0.0","154.0","272.0","2026-01-27T11:45:00Z","2026-01-27T14:18:33.818561Z","662.64","624.6","176.85","19525.0","19475.0","23000.0","16325.0","17645.0","-9.0","232.1","20.66","-2.54","false"
"25554ba418d14d348a55515c0bf95b1e","Success","Filed","LCLK","LLHA","2026-01-27T11:10:00Z","4XIHE","HFA804","LLBG","YFR","S","1. THIS FLIGHT WAS PREPARED BY NIMROD R.
2. EXTRA FUEL TO COVER THE NEXT LEG.
3. NEW OFP REV. 01 ISSUED DUE TO DECREASE OF ZFW.",,"EMEDA2B EMEDA B17 MERVA P68 GALIM/N0264A050 VFR","130","2","0.0","2026-01-27T11:09:37Z","2026-01-27T11:49:18Z","0.6613888888888889","0.9369444444444445","615.0","80.0","535.0","1885.0","256.0","251.0","1337.0","42.0","2500.0","5000.0","1944.0","0.0","42.0","201.0","2026-01-27T11:10:00Z","2026-01-27T11:51:50.008102Z","162.11","142.64","54.99","17956.0","17876.0","23000.0","15456.0","17341.0","-11.0","218.55","35.48","0.1","false"
"6f8817e232eb4136b53fb9d86b2558b4","Success","Filed","LLHA","LCLK","2026-01-27T09:21:00Z","4XIHE","HFA803","LCPH","ZFR","S","1. THIS FLIGHT WAS PREPARED BY NIMROD R.
2. LLHA-RWY 15 RTOW 22670KG. SPS DATA: 220/05KTS, DRY, 17C DEG, QNH 1014, Air Cond. OFF.
3. EXTRA FUEL PLANNED AS PER COMPANY POLICY.",,"N0229A050 GALIM/N0229A050 IFR P68 MERVA/N0259A140 N131 EMEDA EMEDA1A","50","2","3500.0","2026-01-27T09:23:46Z","2026-01-27T10:08:52Z","0.7516666666666667","0.8408333333333333","598.0","50.0","548.0","827.0","332.0","253.0","200.0","42.0","1425.0","5000.0","1890.0","0.0","44.0","115.0","2026-01-27T09:21:00Z","2026-01-27T10:04:48.6418284Z","179.36","142.64","73.5","18250.0","18200.0","23000.0","16825.0","17652.0","9.0","222.61","31.53","0.17","false"
"9f7bd9684c444d6697814ad7b619702a","Success","Filed","LLER","LLHA","2026-01-27T07:50:00Z","4XIHE","HFA602","LLBG","YFR","S","1. THIS FLIGHT WAS PREPARED BY NIMROD R.
2. EXTRA FUEL TO COVER THE NEXT LEG.",,"NURIT2H NURIT J10 TOMAL/N0276F080 J10 NAT/N0277F040 J15 ATLIT VFR HOTRM DAROM GALIM","120","3","3400.0","2026-01-27T07:48:30Z","2026-01-27T08:37:15Z","0.8125","0.9266666666666666","672.0","80.0","592.0","1428.0","258.0","257.0","869.0","43.0","2100.0","5000.0","2125.0","0.0","47.0","177.0","2026-01-27T07:50:00Z","2026-01-27T08:37:23.6571788Z","202.63","184.55","54.99","18825.0","18745.0","23000.0","16725.0","18153.0","15.0","233.02","27.43","3.51","false"
"7b8344b498334bfaadfe4da0026dfa9a","Success","Filed","LLHA","LLER","2026-01-27T06:00:00Z","4XIHE","HFA601","LLBG","ZFR","S","1. THIS FLIGHT WAS PREPARED BY NIMROD R.
2. LLHA-RWY 15 RTOW 22784KG. SPS DATA: 120/03KTS, DRY, 15C DEG, QNH 1014, Air Cond. OFF.
3. A/C IS FUELED WITH 1850 KG FROM PREVIOUS LEG.",,"N0236A050 GALIM/N0235A050 IFR Q28 ATLIT J15 NAT/N0274A090 J10 SIVAK/N0276A130 J10 NURIT NURIT1D","50","3","5900.0","2026-01-27T06:02:27Z","2026-01-27T07:04:15Z","1.03","1.118611111111111","817.0","50.0","767.0","1033.0","533.0","275.0","179.0","46.0","1850.0","5000.0","2582.0","0.0","60.0","148.0","2026-01-27T06:00:00Z","2026-01-27T07:00:26.5517779Z","230.38","184.55","155.72","21075.0","21025.0","23000.0","19225.0","20258.0","-16.0","237.07","31.28","3.75","false"
"571fc2ac465b48f78b903c97b21b4a00","Success","Filed","LCLK","LLHA","2026-02-22T17:55:00Z","4XIHD","HFA808","LLBG","YFR","S","EXTRA FUEL IS FOR THE NEXT FLIGHT
DIS. BY AYELET W.","DISPATCH +972502126365","N0276F130 EMEDA2B EMEDA B17 MERVA P68 GALIM/N0274A050 VFR","130","2","5400.0","2026-02-22T18:13:12Z","2026-02-22T18:53:44Z","0.6755555555555556","0.9336111111111111","601.0","80.0","521.0","1599.0","257.0","275.0","1022.0","46.0","2200.0","5000.0","1898.0","0.0","41.0","177.0","2026-02-22T17:55:00Z","2026-02-22T18:35:52.9626121Z","162.11","142.64","54.99","20825.0","20745.0","23000.0","18625.0","20224.0","-1.0","238.55","22.03","1.11","false"
"402f01332ded49caa48d35916e1b2805","Success","Filed","LLHA","LCLK","2026-02-22T16:30:00Z","4XIHD","HFA807","LCPH","ZFR","S","EXTRA FUEL IS PER COMPANY POLICY 
T/O DATA: RWY 15. DRY. 0K 19C 1014Q   AC-OFF           RTOW- 22444KG
DIS. AYELET W.","DISPATCH +972502126365","N0236A050 GALIM/N0235A050 IFR P68 MERVA/N0276A140 N131 EMEDA EMEDA1A","50","2","5100.0","2026-02-22T16:42:57Z","2026-02-22T17:26:25Z","0.7244444444444444","0.9044444444444445","612.0","50.0","562.0","742.0","333.0","265.0","100.0","44.0","1354.0","5000.0","1933.0","0.0","45.0","109.0","2026-02-22T16:30:00Z","2026-02-22T17:15:20.7858213Z","179.36","142.64","73.5","19678.0","19628.0","23000.0","18325.0","19067.0","2.0","242.37","21.26","1.1","false"
"bf3beb39480048539155fa8c2de9b936","Success","Filed","LGAV","LLHA","2026-02-22T15:25:00Z","4XIHB","HFA704","LLBG","YFR","S","OFP REV 01 - DUE TO ZFW CHANGE
EXTRA FUEL IS FOR THE NEXT LEG
DIS. BY AYELET W.",,"KEA1E KEA L52 VAXOS/N0273F190 M978 TOSKA M67 MAROS L609 APLON P68 GALIM/F050 VFR DCT","150","2","0.0","2026-02-22T15:33:50Z","2026-02-22T17:55:08Z","2.355","2.6575","1969.0","80.0","1889.0","831.0","270.0","281.0","185.0","94.0","2800.0","5000.0","6222.0","0.0","145.0","218.0","2026-02-22T15:25:00Z","2026-02-22T17:49:40.607734Z","659.16","624.6","54.99","22889.0","22809.0","23000.0","20089.0","20920.0","12.0","262.88","16.88","-2.61","false"
"e1b9414f066941958f4c333031570f31","Success","Filed","LCLK","LLHA","2026-02-22T14:40:00Z","4XIHD","HFA806","LLBG","YFR","S","OFP REV 01- DUE TO CHANGE IN ZFW
EXTRA FUEL IS FOR THE NEXT FLT.
DISP-EREZ Y.","DISPATCH +972502126365","N0276F130 EMEDA2B EMEDA B17 MERVA P68 GALIM/N0274A050 VFR","130","2","0.0","2026-02-22T14:48:57Z","2026-02-22T15:30:13Z","0.6877777777777778","0.9758333333333333","595.0","80.0","515.0","1405.0","254.0","271.0","834.0","45.0","2000.0","5000.0","1881.0","0.0","40.0","161.0","2026-02-22T14:40:00Z","2026-02-22T15:20:29.7043943Z","162.11","142.64","54.99","20385.0","20305.0","23000.0","18385.0","19790.0","1.0","243.2","22.4","1.72","false"
"ddb941fb05844e1e82928486e663bb31","Success","Filed","LLER","LLHA","2026-02-22T14:40:00Z","4XIHC","HFA606","LLBG","YFR","S","EXTRA FUEL IS FOR THE NEXT FLIGHT.
DIS. BY AYELET W .",,"NURIT2H NURIT J10 TOMAL/N0276F080 J10 NAT/N0277F040 J15 ATLIT VFR HOTRM DAROM GALIM","120","2","2900.0","2026-02-22T15:17:37Z","2026-02-22T16:09:27Z","0.8638888888888889","0.9825","684.0","80.0","604.0","1516.0","254.0","255.0","964.0","43.0","2200.0","5000.0","2162.0","0.0","48.0","183.0","2026-02-22T14:40:00Z","2026-02-22T15:28:14.0118639Z","202.63","184.55","54.99","18600.0","18520.0","23000.0","16400.0","17916.0","11.0","238.4","25.03","5.03","false"
"65c6480ae8ae48f79363bfb091d6c92b","Success","Filed","LLHA","LCLK","2026-02-22T13:00:00Z","4XIHD","HFA805","LCPH","ZFR","S","EXTRA FUEL IS PER POLICY.
T/O DATA-RWY 33,TEMP 19C,WIND 0,Q1015,PACKS OFF,....RTOW 22157 KG.
DISP-EREZ Y.","DISPATCH +972502126365","N0236A050 GALIM/N0235A050 IFR P68 MERVA/N0276A140 N131 EMEDA EMEDA1A","50","2","2100.0","2026-02-22T12:55:28Z","2026-02-22T13:38:12Z","0.7122222222222222","0.8708333333333333","601.0","50.0","551.0","705.0","324.0","241.0","100.0","40.0","1306.0","5000.0","1898.0","0.0","45.0","108.0","2026-02-22T13:00:00Z","2026-02-22T13:44:42.3799616Z","179.36","142.64","73.5","16631.0","16581.0","23000.0","15325.0","16030.0","-1.0","248.85","23.93","1.61","false"
